subject,action,trial,label,rgb_path,depth_path
5,16,4,15,data\utd_mhad\RGB-part3\a16_s5_t4_color.avi,data\utd_mhad\Depth\a16_s5_t4_depth.mat
6,16,1,15,data\utd_mhad\RGB-part3\a16_s6_t1_color.avi,data\utd_mhad\Depth\a16_s6_t1_depth.mat
6,16,2,15,data\utd_mhad\RGB-part3\a16_s6_t2_color.avi,data\utd_mhad\Depth\a16_s6_t2_depth.mat
6,16,3,15,data\utd_mhad\RGB-part3\a16_s6_t3_color.avi,data\utd_mhad\Depth\a16_s6_t3_depth.mat
6,16,4,15,data\utd_mhad\RGB-part3\a16_s6_t4_color.avi,data\utd_mhad\Depth\a16_s6_t4_depth.mat
7,16,1,15,data\utd_mhad\RGB-part3\a16_s7_t1_color.avi,data\utd_mhad\Depth\a16_s7_t1_depth.mat
7,16,2,15,data\utd_mhad\RGB-part3\a16_s7_t2_color.avi,data\utd_mhad\Depth\a16_s7_t2_depth.mat
7,16,3,15,data\utd_mhad\RGB-part3\a16_s7_t3_color.avi,data\utd_mhad\Depth\a16_s7_t3_depth.mat
7,16,4,15,data\utd_mhad\RGB-part3\a16_s7_t4_color.avi,data\utd_mhad\Depth\a16_s7_t4_depth.mat
8,16,1,15,data\utd_mhad\RGB-part3\a16_s8_t1_color.avi,data\utd_mhad\Depth\a16_s8_t1_depth.mat
8,16,2,15,data\utd_mhad\RGB-part3\a16_s8_t2_color.avi,data\utd_mhad\Depth\a16_s8_t2_depth.mat
8,16,3,15,data\utd_mhad\RGB-part3\a16_s8_t3_color.avi,data\utd_mhad\Depth\a16_s8_t3_depth.mat
8,16,4,15,data\utd_mhad\RGB-part3\a16_s8_t4_color.avi,data\utd_mhad\Depth\a16_s8_t4_depth.mat
1,17,1,16,data\utd_mhad\RGB-part3\a17_s1_t1_color.avi,data\utd_mhad\Depth\a17_s1_t1_depth.mat
1,17,2,16,data\utd_mhad\RGB-part3\a17_s1_t2_color.avi,data\utd_mhad\Depth\a17_s1_t2_depth.mat
1,17,3,16,data\utd_mhad\RGB-part3\a17_s1_t3_color.avi,data\utd_mhad\Depth\a17_s1_t3_depth.mat
1,17,4,16,data\utd_mhad\RGB-part3\a17_s1_t4_color.avi,data\utd_mhad\Depth\a17_s1_t4_depth.mat
2,17,1,16,data\utd_mhad\RGB-part3\a17_s2_t1_color.avi,data\utd_mhad\Depth\a17_s2_t1_depth.mat
2,17,2,16,data\utd_mhad\RGB-part3\a17_s2_t2_color.avi,data\utd_mhad\Depth\a17_s2_t2_depth.mat
2,17,3,16,data\utd_mhad\RGB-part3\a17_s2_t3_color.avi,data\utd_mhad\Depth\a17_s2_t3_depth.mat
2,17,4,16,data\utd_mhad\RGB-part3\a17_s2_t4_color.avi,data\utd_mhad\Depth\a17_s2_t4_depth.mat
3,17,1,16,data\utd_mhad\RGB-part3\a17_s3_t1_color.avi,data\utd_mhad\Depth\a17_s3_t1_depth.mat
3,17,2,16,data\utd_mhad\RGB-part3\a17_s3_t2_color.avi,data\utd_mhad\Depth\a17_s3_t2_depth.mat
3,17,3,16,data\utd_mhad\RGB-part3\a17_s3_t3_color.avi,data\utd_mhad\Depth\a17_s3_t3_depth.mat
3,17,4,16,data\utd_mhad\RGB-part3\a17_s3_t4_color.avi,data\utd_mhad\Depth\a17_s3_t4_depth.mat
4,17,1,16,data\utd_mhad\RGB-part3\a17_s4_t1_color.avi,data\utd_mhad\Depth\a17_s4_t1_depth.mat
4,17,2,16,data\utd_mhad\RGB-part3\a17_s4_t2_color.avi,data\utd_mhad\Depth\a17_s4_t2_depth.mat
4,17,3,16,data\utd_mhad\RGB-part3\a17_s4_t3_color.avi,data\utd_mhad\Depth\a17_s4_t3_depth.mat
4,17,4,16,data\utd_mhad\RGB-part3\a17_s4_t4_color.avi,data\utd_mhad\Depth\a17_s4_t4_depth.mat
5,17,1,16,data\utd_mhad\RGB-part3\a17_s5_t1_color.avi,data\utd_mhad\Depth\a17_s5_t1_depth.mat
5,17,2,16,data\utd_mhad\RGB-part3\a17_s5_t2_color.avi,data\utd_mhad\Depth\a17_s5_t2_depth.mat
5,17,3,16,data\utd_mhad\RGB-part3\a17_s5_t3_color.avi,data\utd_mhad\Depth\a17_s5_t3_depth.mat
5,17,4,16,data\utd_mhad\RGB-part3\a17_s5_t4_color.avi,data\utd_mhad\Depth\a17_s5_t4_depth.mat
6,17,1,16,data\utd_mhad\RGB-part3\a17_s6_t1_color.avi,data\utd_mhad\Depth\a17_s6_t1_depth.mat
6,17,2,16,data\utd_mhad\RGB-part3\a17_s6_t2_color.avi,data\utd_mhad\Depth\a17_s6_t2_depth.mat
6,17,3,16,data\utd_mhad\RGB-part3\a17_s6_t3_color.avi,data\utd_mhad\Depth\a17_s6_t3_depth.mat
6,17,4,16,data\utd_mhad\RGB-part3\a17_s6_t4_color.avi,data\utd_mhad\Depth\a17_s6_t4_depth.mat
7,17,1,16,data\utd_mhad\RGB-part3\a17_s7_t1_color.avi,data\utd_mhad\Depth\a17_s7_t1_depth.mat
7,17,2,16,data\utd_mhad\RGB-part3\a17_s7_t2_color.avi,data\utd_mhad\Depth\a17_s7_t2_depth.mat
7,17,3,16,data\utd_mhad\RGB-part3\a17_s7_t3_color.avi,data\utd_mhad\Depth\a17_s7_t3_depth.mat
7,17,4,16,data\utd_mhad\RGB-part3\a17_s7_t4_color.avi,data\utd_mhad\Depth\a17_s7_t4_depth.mat
8,17,1,16,data\utd_mhad\RGB-part3\a17_s8_t1_color.avi,data\utd_mhad\Depth\a17_s8_t1_depth.mat
8,17,2,16,data\utd_mhad\RGB-part3\a17_s8_t2_color.avi,data\utd_mhad\Depth\a17_s8_t2_depth.mat
8,17,3,16,data\utd_mhad\RGB-part3\a17_s8_t3_color.avi,data\utd_mhad\Depth\a17_s8_t3_depth.mat
8,17,4,16,data\utd_mhad\RGB-part3\a17_s8_t4_color.avi,data\utd_mhad\Depth\a17_s8_t4_depth.mat
1,18,1,17,data\utd_mhad\RGB-part3\a18_s1_t1_color.avi,data\utd_mhad\Depth\a18_s1_t1_depth.mat
1,18,2,17,data\utd_mhad\RGB-part3\a18_s1_t2_color.avi,data\utd_mhad\Depth\a18_s1_t2_depth.mat
1,18,3,17,data\utd_mhad\RGB-part3\a18_s1_t3_color.avi,data\utd_mhad\Depth\a18_s1_t3_depth.mat
1,18,4,17,data\utd_mhad\RGB-part3\a18_s1_t4_color.avi,data\utd_mhad\Depth\a18_s1_t4_depth.mat
2,18,1,17,data\utd_mhad\RGB-part3\a18_s2_t1_color.avi,data\utd_mhad\Depth\a18_s2_t1_depth.mat
2,18,2,17,data\utd_mhad\RGB-part3\a18_s2_t2_color.avi,data\utd_mhad\Depth\a18_s2_t2_depth.mat
2,18,3,17,data\utd_mhad\RGB-part3\a18_s2_t3_color.avi,data\utd_mhad\Depth\a18_s2_t3_depth.mat
2,18,4,17,data\utd_mhad\RGB-part3\a18_s2_t4_color.avi,data\utd_mhad\Depth\a18_s2_t4_depth.mat
3,18,1,17,data\utd_mhad\RGB-part3\a18_s3_t1_color.avi,data\utd_mhad\Depth\a18_s3_t1_depth.mat
3,18,2,17,data\utd_mhad\RGB-part3\a18_s3_t2_color.avi,data\utd_mhad\Depth\a18_s3_t2_depth.mat
3,18,3,17,data\utd_mhad\RGB-part3\a18_s3_t3_color.avi,data\utd_mhad\Depth\a18_s3_t3_depth.mat
3,18,4,17,data\utd_mhad\RGB-part3\a18_s3_t4_color.avi,data\utd_mhad\Depth\a18_s3_t4_depth.mat
4,18,1,17,data\utd_mhad\RGB-part3\a18_s4_t1_color.avi,data\utd_mhad\Depth\a18_s4_t1_depth.mat
4,18,2,17,data\utd_mhad\RGB-part3\a18_s4_t2_color.avi,data\utd_mhad\Depth\a18_s4_t2_depth.mat
4,18,3,17,data\utd_mhad\RGB-part3\a18_s4_t3_color.avi,data\utd_mhad\Depth\a18_s4_t3_depth.mat
4,18,4,17,data\utd_mhad\RGB-part3\a18_s4_t4_color.avi,data\utd_mhad\Depth\a18_s4_t4_depth.mat
5,18,1,17,data\utd_mhad\RGB-part3\a18_s5_t1_color.avi,data\utd_mhad\Depth\a18_s5_t1_depth.mat
5,18,2,17,data\utd_mhad\RGB-part3\a18_s5_t2_color.avi,data\utd_mhad\Depth\a18_s5_t2_depth.mat
5,18,3,17,data\utd_mhad\RGB-part3\a18_s5_t3_color.avi,data\utd_mhad\Depth\a18_s5_t3_depth.mat
5,18,4,17,data\utd_mhad\RGB-part3\a18_s5_t4_color.avi,data\utd_mhad\Depth\a18_s5_t4_depth.mat
6,18,1,17,data\utd_mhad\RGB-part3\a18_s6_t1_color.avi,data\utd_mhad\Depth\a18_s6_t1_depth.mat
6,18,2,17,data\utd_mhad\RGB-part3\a18_s6_t2_color.avi,data\utd_mhad\Depth\a18_s6_t2_depth.mat
6,18,3,17,data\utd_mhad\RGB-part3\a18_s6_t3_color.avi,data\utd_mhad\Depth\a18_s6_t3_depth.mat
6,18,4,17,data\utd_mhad\RGB-part3\a18_s6_t4_color.avi,data\utd_mhad\Depth\a18_s6_t4_depth.mat
7,18,1,17,data\utd_mhad\RGB-part3\a18_s7_t1_color.avi,data\utd_mhad\Depth\a18_s7_t1_depth.mat
7,18,2,17,data\utd_mhad\RGB-part3\a18_s7_t2_color.avi,data\utd_mhad\Depth\a18_s7_t2_depth.mat
7,18,3,17,data\utd_mhad\RGB-part3\a18_s7_t3_color.avi,data\utd_mhad\Depth\a18_s7_t3_depth.mat
7,18,4,17,data\utd_mhad\RGB-part3\a18_s7_t4_color.avi,data\utd_mhad\Depth\a18_s7_t4_depth.mat
8,18,1,17,data\utd_mhad\RGB-part3\a18_s8_t1_color.avi,data\utd_mhad\Depth\a18_s8_t1_depth.mat
8,18,2,17,data\utd_mhad\RGB-part3\a18_s8_t2_color.avi,data\utd_mhad\Depth\a18_s8_t2_depth.mat
8,18,3,17,data\utd_mhad\RGB-part3\a18_s8_t3_color.avi,data\utd_mhad\Depth\a18_s8_t3_depth.mat
8,18,4,17,data\utd_mhad\RGB-part3\a18_s8_t4_color.avi,data\utd_mhad\Depth\a18_s8_t4_depth.mat
1,19,1,18,data\utd_mhad\RGB-part3\a19_s1_t1_color.avi,data\utd_mhad\Depth\a19_s1_t1_depth.mat
1,19,2,18,data\utd_mhad\RGB-part3\a19_s1_t2_color.avi,data\utd_mhad\Depth\a19_s1_t2_depth.mat
1,19,3,18,data\utd_mhad\RGB-part3\a19_s1_t3_color.avi,data\utd_mhad\Depth\a19_s1_t3_depth.mat
1,19,4,18,data\utd_mhad\RGB-part3\a19_s1_t4_color.avi,data\utd_mhad\Depth\a19_s1_t4_depth.mat
2,19,1,18,data\utd_mhad\RGB-part3\a19_s2_t1_color.avi,data\utd_mhad\Depth\a19_s2_t1_depth.mat
2,19,2,18,data\utd_mhad\RGB-part3\a19_s2_t2_color.avi,data\utd_mhad\Depth\a19_s2_t2_depth.mat
2,19,3,18,data\utd_mhad\RGB-part3\a19_s2_t3_color.avi,data\utd_mhad\Depth\a19_s2_t3_depth.mat
2,19,4,18,data\utd_mhad\RGB-part3\a19_s2_t4_color.avi,data\utd_mhad\Depth\a19_s2_t4_depth.mat
3,19,1,18,data\utd_mhad\RGB-part3\a19_s3_t1_color.avi,data\utd_mhad\Depth\a19_s3_t1_depth.mat
3,19,2,18,data\utd_mhad\RGB-part3\a19_s3_t2_color.avi,data\utd_mhad\Depth\a19_s3_t2_depth.mat
3,19,3,18,data\utd_mhad\RGB-part3\a19_s3_t3_color.avi,data\utd_mhad\Depth\a19_s3_t3_depth.mat
3,19,4,18,data\utd_mhad\RGB-part3\a19_s3_t4_color.avi,data\utd_mhad\Depth\a19_s3_t4_depth.mat
4,19,1,18,data\utd_mhad\RGB-part3\a19_s4_t1_color.avi,data\utd_mhad\Depth\a19_s4_t1_depth.mat
4,19,2,18,data\utd_mhad\RGB-part3\a19_s4_t2_color.avi,data\utd_mhad\Depth\a19_s4_t2_depth.mat
4,19,3,18,data\utd_mhad\RGB-part3\a19_s4_t3_color.avi,data\utd_mhad\Depth\a19_s4_t3_depth.mat
4,19,4,18,data\utd_mhad\RGB-part3\a19_s4_t4_color.avi,data\utd_mhad\Depth\a19_s4_t4_depth.mat
5,19,1,18,data\utd_mhad\RGB-part3\a19_s5_t1_color.avi,data\utd_mhad\Depth\a19_s5_t1_depth.mat
5,19,2,18,data\utd_mhad\RGB-part3\a19_s5_t2_color.avi,data\utd_mhad\Depth\a19_s5_t2_depth.mat
5,19,3,18,data\utd_mhad\RGB-part3\a19_s5_t3_color.avi,data\utd_mhad\Depth\a19_s5_t3_depth.mat
5,19,4,18,data\utd_mhad\RGB-part3\a19_s5_t4_color.avi,data\utd_mhad\Depth\a19_s5_t4_depth.mat
6,19,1,18,data\utd_mhad\RGB-part3\a19_s6_t1_color.avi,data\utd_mhad\Depth\a19_s6_t1_depth.mat
6,19,2,18,data\utd_mhad\RGB-part3\a19_s6_t2_color.avi,data\utd_mhad\Depth\a19_s6_t2_depth.mat
6,19,3,18,data\utd_mhad\RGB-part3\a19_s6_t3_color.avi,data\utd_mhad\Depth\a19_s6_t3_depth.mat
6,19,4,18,data\utd_mhad\RGB-part3\a19_s6_t4_color.avi,data\utd_mhad\Depth\a19_s6_t4_depth.mat
7,19,1,18,data\utd_mhad\RGB-part3\a19_s7_t1_color.avi,data\utd_mhad\Depth\a19_s7_t1_depth.mat
7,19,2,18,data\utd_mhad\RGB-part3\a19_s7_t2_color.avi,data\utd_mhad\Depth\a19_s7_t2_depth.mat
7,19,3,18,data\utd_mhad\RGB-part3\a19_s7_t3_color.avi,data\utd_mhad\Depth\a19_s7_t3_depth.mat
7,19,4,18,data\utd_mhad\RGB-part3\a19_s7_t4_color.avi,data\utd_mhad\Depth\a19_s7_t4_depth.mat
8,19,1,18,data\utd_mhad\RGB-part3\a19_s8_t1_color.avi,data\utd_mhad\Depth\a19_s8_t1_depth.mat
8,19,2,18,data\utd_mhad\RGB-part3\a19_s8_t2_color.avi,data\utd_mhad\Depth\a19_s8_t2_depth.mat
8,19,3,18,data\utd_mhad\RGB-part3\a19_s8_t3_color.avi,data\utd_mhad\Depth\a19_s8_t3_depth.mat
8,19,4,18,data\utd_mhad\RGB-part3\a19_s8_t4_color.avi,data\utd_mhad\Depth\a19_s8_t4_depth.mat
1,1,1,0,data\utd_mhad\RGB-part1\a1_s1_t1_color.avi,data\utd_mhad\Depth\a1_s1_t1_depth.mat
1,1,2,0,data\utd_mhad\RGB-part1\a1_s1_t2_color.avi,data\utd_mhad\Depth\a1_s1_t2_depth.mat
1,1,3,0,data\utd_mhad\RGB-part1\a1_s1_t3_color.avi,data\utd_mhad\Depth\a1_s1_t3_depth.mat
1,1,4,0,data\utd_mhad\RGB-part1\a1_s1_t4_color.avi,data\utd_mhad\Depth\a1_s1_t4_depth.mat
2,1,1,0,data\utd_mhad\RGB-part1\a1_s2_t1_color.avi,data\utd_mhad\Depth\a1_s2_t1_depth.mat
2,1,2,0,data\utd_mhad\RGB-part1\a1_s2_t2_color.avi,data\utd_mhad\Depth\a1_s2_t2_depth.mat
2,1,3,0,data\utd_mhad\RGB-part1\a1_s2_t3_color.avi,data\utd_mhad\Depth\a1_s2_t3_depth.mat
2,1,4,0,data\utd_mhad\RGB-part1\a1_s2_t4_color.avi,data\utd_mhad\Depth\a1_s2_t4_depth.mat
3,1,1,0,data\utd_mhad\RGB-part1\a1_s3_t1_color.avi,data\utd_mhad\Depth\a1_s3_t1_depth.mat
3,1,2,0,data\utd_mhad\RGB-part1\a1_s3_t2_color.avi,data\utd_mhad\Depth\a1_s3_t2_depth.mat
3,1,3,0,data\utd_mhad\RGB-part1\a1_s3_t3_color.avi,data\utd_mhad\Depth\a1_s3_t3_depth.mat
3,1,4,0,data\utd_mhad\RGB-part1\a1_s3_t4_color.avi,data\utd_mhad\Depth\a1_s3_t4_depth.mat
4,1,1,0,data\utd_mhad\RGB-part1\a1_s4_t1_color.avi,data\utd_mhad\Depth\a1_s4_t1_depth.mat
4,1,2,0,data\utd_mhad\RGB-part1\a1_s4_t2_color.avi,data\utd_mhad\Depth\a1_s4_t2_depth.mat
4,1,3,0,data\utd_mhad\RGB-part1\a1_s4_t3_color.avi,data\utd_mhad\Depth\a1_s4_t3_depth.mat
4,1,4,0,data\utd_mhad\RGB-part1\a1_s4_t4_color.avi,data\utd_mhad\Depth\a1_s4_t4_depth.mat
5,1,1,0,data\utd_mhad\RGB-part1\a1_s5_t1_color.avi,data\utd_mhad\Depth\a1_s5_t1_depth.mat
5,1,2,0,data\utd_mhad\RGB-part1\a1_s5_t2_color.avi,data\utd_mhad\Depth\a1_s5_t2_depth.mat
5,1,3,0,data\utd_mhad\RGB-part1\a1_s5_t3_color.avi,data\utd_mhad\Depth\a1_s5_t3_depth.mat
5,1,4,0,data\utd_mhad\RGB-part1\a1_s5_t4_color.avi,data\utd_mhad\Depth\a1_s5_t4_depth.mat
6,1,1,0,data\utd_mhad\RGB-part1\a1_s6_t1_color.avi,data\utd_mhad\Depth\a1_s6_t1_depth.mat
6,1,2,0,data\utd_mhad\RGB-part1\a1_s6_t2_color.avi,data\utd_mhad\Depth\a1_s6_t2_depth.mat
6,1,3,0,data\utd_mhad\RGB-part1\a1_s6_t3_color.avi,data\utd_mhad\Depth\a1_s6_t3_depth.mat
6,1,4,0,data\utd_mhad\RGB-part1\a1_s6_t4_color.avi,data\utd_mhad\Depth\a1_s6_t4_depth.mat
7,1,1,0,data\utd_mhad\RGB-part1\a1_s7_t1_color.avi,data\utd_mhad\Depth\a1_s7_t1_depth.mat
7,1,2,0,data\utd_mhad\RGB-part1\a1_s7_t2_color.avi,data\utd_mhad\Depth\a1_s7_t2_depth.mat
7,1,3,0,data\utd_mhad\RGB-part1\a1_s7_t3_color.avi,data\utd_mhad\Depth\a1_s7_t3_depth.mat
7,1,4,0,data\utd_mhad\RGB-part1\a1_s7_t4_color.avi,data\utd_mhad\Depth\a1_s7_t4_depth.mat
8,1,1,0,data\utd_mhad\RGB-part1\a1_s8_t1_color.avi,data\utd_mhad\Depth\a1_s8_t1_depth.mat
8,1,2,0,data\utd_mhad\RGB-part1\a1_s8_t2_color.avi,data\utd_mhad\Depth\a1_s8_t2_depth.mat
8,1,3,0,data\utd_mhad\RGB-part1\a1_s8_t3_color.avi,data\utd_mhad\Depth\a1_s8_t3_depth.mat
8,1,4,0,data\utd_mhad\RGB-part1\a1_s8_t4_color.avi,data\utd_mhad\Depth\a1_s8_t4_depth.mat
1,20,1,19,data\utd_mhad\RGB-part3\a20_s1_t1_color.avi,data\utd_mhad\Depth\a20_s1_t1_depth.mat
1,20,2,19,data\utd_mhad\RGB-part3\a20_s1_t2_color.avi,data\utd_mhad\Depth\a20_s1_t2_depth.mat
1,20,3,19,data\utd_mhad\RGB-part3\a20_s1_t3_color.avi,data\utd_mhad\Depth\a20_s1_t3_depth.mat
1,20,4,19,data\utd_mhad\RGB-part3\a20_s1_t4_color.avi,data\utd_mhad\Depth\a20_s1_t4_depth.mat
2,20,1,19,data\utd_mhad\RGB-part3\a20_s2_t1_color.avi,data\utd_mhad\Depth\a20_s2_t1_depth.mat
2,20,2,19,data\utd_mhad\RGB-part3\a20_s2_t2_color.avi,data\utd_mhad\Depth\a20_s2_t2_depth.mat
2,20,3,19,data\utd_mhad\RGB-part3\a20_s2_t3_color.avi,data\utd_mhad\Depth\a20_s2_t3_depth.mat
2,20,4,19,data\utd_mhad\RGB-part3\a20_s2_t4_color.avi,data\utd_mhad\Depth\a20_s2_t4_depth.mat
3,20,1,19,data\utd_mhad\RGB-part3\a20_s3_t1_color.avi,data\utd_mhad\Depth\a20_s3_t1_depth.mat
3,20,2,19,data\utd_mhad\RGB-part3\a20_s3_t2_color.avi,data\utd_mhad\Depth\a20_s3_t2_depth.mat
3,20,3,19,data\utd_mhad\RGB-part3\a20_s3_t3_color.avi,data\utd_mhad\Depth\a20_s3_t3_depth.mat
3,20,4,19,data\utd_mhad\RGB-part3\a20_s3_t4_color.avi,data\utd_mhad\Depth\a20_s3_t4_depth.mat
4,20,1,19,data\utd_mhad\RGB-part3\a20_s4_t1_color.avi,data\utd_mhad\Depth\a20_s4_t1_depth.mat
4,20,2,19,data\utd_mhad\RGB-part3\a20_s4_t2_color.avi,data\utd_mhad\Depth\a20_s4_t2_depth.mat
4,20,3,19,data\utd_mhad\RGB-part3\a20_s4_t3_color.avi,data\utd_mhad\Depth\a20_s4_t3_depth.mat
4,20,4,19,data\utd_mhad\RGB-part3\a20_s4_t4_color.avi,data\utd_mhad\Depth\a20_s4_t4_depth.mat
5,20,1,19,data\utd_mhad\RGB-part3\a20_s5_t1_color.avi,data\utd_mhad\Depth\a20_s5_t1_depth.mat
5,20,2,19,data\utd_mhad\RGB-part3\a20_s5_t2_color.avi,data\utd_mhad\Depth\a20_s5_t2_depth.mat
5,20,3,19,data\utd_mhad\RGB-part3\a20_s5_t3_color.avi,data\utd_mhad\Depth\a20_s5_t3_depth.mat
5,20,4,19,data\utd_mhad\RGB-part3\a20_s5_t4_color.avi,data\utd_mhad\Depth\a20_s5_t4_depth.mat
6,20,1,19,data\utd_mhad\RGB-part3\a20_s6_t1_color.avi,data\utd_mhad\Depth\a20_s6_t1_depth.mat
6,20,2,19,data\utd_mhad\RGB-part3\a20_s6_t2_color.avi,data\utd_mhad\Depth\a20_s6_t2_depth.mat
6,20,3,19,data\utd_mhad\RGB-part3\a20_s6_t3_color.avi,data\utd_mhad\Depth\a20_s6_t3_depth.mat
6,20,4,19,data\utd_mhad\RGB-part3\a20_s6_t4_color.avi,data\utd_mhad\Depth\a20_s6_t4_depth.mat
7,20,1,19,data\utd_mhad\RGB-part3\a20_s7_t1_color.avi,data\utd_mhad\Depth\a20_s7_t1_depth.mat
7,20,2,19,data\utd_mhad\RGB-part3\a20_s7_t2_color.avi,data\utd_mhad\Depth\a20_s7_t2_depth.mat
7,20,3,19,data\utd_mhad\RGB-part3\a20_s7_t3_color.avi,data\utd_mhad\Depth\a20_s7_t3_depth.mat
7,20,4,19,data\utd_mhad\RGB-part3\a20_s7_t4_color.avi,data\utd_mhad\Depth\a20_s7_t4_depth.mat
8,20,1,19,data\utd_mhad\RGB-part3\a20_s8_t1_color.avi,data\utd_mhad\Depth\a20_s8_t1_depth.mat
8,20,2,19,data\utd_mhad\RGB-part3\a20_s8_t2_color.avi,data\utd_mhad\Depth\a20_s8_t2_depth.mat
8,20,3,19,data\utd_mhad\RGB-part3\a20_s8_t3_color.avi,data\utd_mhad\Depth\a20_s8_t3_depth.mat
8,20,4,19,data\utd_mhad\RGB-part3\a20_s8_t4_color.avi,data\utd_mhad\Depth\a20_s8_t4_depth.mat
1,21,1,20,data\utd_mhad\RGB-part4\a21_s1_t1_color.avi,data\utd_mhad\Depth\a21_s1_t1_depth.mat
1,21,2,20,data\utd_mhad\RGB-part4\a21_s1_t2_color.avi,data\utd_mhad\Depth\a21_s1_t2_depth.mat
1,21,3,20,data\utd_mhad\RGB-part4\a21_s1_t3_color.avi,data\utd_mhad\Depth\a21_s1_t3_depth.mat
1,21,4,20,data\utd_mhad\RGB-part4\a21_s1_t4_color.avi,data\utd_mhad\Depth\a21_s1_t4_depth.mat
2,21,1,20,data\utd_mhad\RGB-part4\a21_s2_t1_color.avi,data\utd_mhad\Depth\a21_s2_t1_depth.mat
2,21,2,20,data\utd_mhad\RGB-part4\a21_s2_t2_color.avi,data\utd_mhad\Depth\a21_s2_t2_depth.mat
2,21,3,20,data\utd_mhad\RGB-part4\a21_s2_t3_color.avi,data\utd_mhad\Depth\a21_s2_t3_depth.mat
2,21,4,20,data\utd_mhad\RGB-part4\a21_s2_t4_color.avi,data\utd_mhad\Depth\a21_s2_t4_depth.mat
3,21,1,20,data\utd_mhad\RGB-part4\a21_s3_t1_color.avi,data\utd_mhad\Depth\a21_s3_t1_depth.mat
3,21,2,20,data\utd_mhad\RGB-part4\a21_s3_t2_color.avi,data\utd_mhad\Depth\a21_s3_t2_depth.mat
3,21,3,20,data\utd_mhad\RGB-part4\a21_s3_t3_color.avi,data\utd_mhad\Depth\a21_s3_t3_depth.mat
3,21,4,20,data\utd_mhad\RGB-part4\a21_s3_t4_color.avi,data\utd_mhad\Depth\a21_s3_t4_depth.mat
4,21,1,20,data\utd_mhad\RGB-part4\a21_s4_t1_color.avi,data\utd_mhad\Depth\a21_s4_t1_depth.mat
4,21,2,20,data\utd_mhad\RGB-part4\a21_s4_t2_color.avi,data\utd_mhad\Depth\a21_s4_t2_depth.mat
4,21,3,20,data\utd_mhad\RGB-part4\a21_s4_t3_color.avi,data\utd_mhad\Depth\a21_s4_t3_depth.mat
4,21,4,20,data\utd_mhad\RGB-part4\a21_s4_t4_color.avi,data\utd_mhad\Depth\a21_s4_t4_depth.mat
5,21,1,20,data\utd_mhad\RGB-part4\a21_s5_t1_color.avi,data\utd_mhad\Depth\a21_s5_t1_depth.mat
5,21,2,20,data\utd_mhad\RGB-part4\a21_s5_t2_color.avi,data\utd_mhad\Depth\a21_s5_t2_depth.mat
5,21,3,20,data\utd_mhad\RGB-part4\a21_s5_t3_color.avi,data\utd_mhad\Depth\a21_s5_t3_depth.mat
5,21,4,20,data\utd_mhad\RGB-part4\a21_s5_t4_color.avi,data\utd_mhad\Depth\a21_s5_t4_depth.mat
6,21,1,20,data\utd_mhad\RGB-part4\a21_s6_t1_color.avi,data\utd_mhad\Depth\a21_s6_t1_depth.mat
6,21,2,20,data\utd_mhad\RGB-part4\a21_s6_t2_color.avi,data\utd_mhad\Depth\a21_s6_t2_depth.mat
6,21,3,20,data\utd_mhad\RGB-part4\a21_s6_t3_color.avi,data\utd_mhad\Depth\a21_s6_t3_depth.mat
6,21,4,20,data\utd_mhad\RGB-part4\a21_s6_t4_color.avi,data\utd_mhad\Depth\a21_s6_t4_depth.mat
7,21,1,20,data\utd_mhad\RGB-part4\a21_s7_t1_color.avi,data\utd_mhad\Depth\a21_s7_t1_depth.mat
7,21,2,20,data\utd_mhad\RGB-part4\a21_s7_t2_color.avi,data\utd_mhad\Depth\a21_s7_t2_depth.mat
7,21,3,20,data\utd_mhad\RGB-part4\a21_s7_t3_color.avi,data\utd_mhad\Depth\a21_s7_t3_depth.mat
7,21,4,20,data\utd_mhad\RGB-part4\a21_s7_t4_color.avi,data\utd_mhad\Depth\a21_s7_t4_depth.mat
8,21,1,20,data\utd_mhad\RGB-part4\a21_s8_t1_color.avi,data\utd_mhad\Depth\a21_s8_t1_depth.mat
8,21,2,20,data\utd_mhad\RGB-part4\a21_s8_t2_color.avi,data\utd_mhad\Depth\a21_s8_t2_depth.mat
8,21,3,20,data\utd_mhad\RGB-part4\a21_s8_t3_color.avi,data\utd_mhad\Depth\a21_s8_t3_depth.mat
8,21,4,20,data\utd_mhad\RGB-part4\a21_s8_t4_color.avi,data\utd_mhad\Depth\a21_s8_t4_depth.mat
1,22,1,21,data\utd_mhad\RGB-part4\a22_s1_t1_color.avi,data\utd_mhad\Depth\a22_s1_t1_depth.mat
1,22,2,21,data\utd_mhad\RGB-part4\a22_s1_t2_color.avi,data\utd_mhad\Depth\a22_s1_t2_depth.mat
1,22,3,21,data\utd_mhad\RGB-part4\a22_s1_t3_color.avi,data\utd_mhad\Depth\a22_s1_t3_depth.mat
1,22,4,21,data\utd_mhad\RGB-part4\a22_s1_t4_color.avi,data\utd_mhad\Depth\a22_s1_t4_depth.mat
2,22,1,21,data\utd_mhad\RGB-part4\a22_s2_t1_color.avi,data\utd_mhad\Depth\a22_s2_t1_depth.mat
2,22,2,21,data\utd_mhad\RGB-part4\a22_s2_t2_color.avi,data\utd_mhad\Depth\a22_s2_t2_depth.mat
